Date,Area_Name,Road_Name,Traffic_Volume,Average_Speed,Congestion_Level,Road_Capacity_Utilization,Environmental_Impact,Public_Transport_Usage,Weather_Conditions,Month,Day_of_Week,Is_Weekend,Incident_Reports,Pedestrian_Cyclist_Count
2022-07-20,M.G. Road,Anil Kumble Circle,41720,30.978308426056373,100.0,100.0,133.44,74.26060163744438,Clear,7,Wednesday,0,2,95
2022-07-20,Jayanagar,Jayanagar 4th Block,8400,43.679178484611086,33.20650150054427,45.54712394753259,66.8,75.52529479148811,Overcast,7,Wednesday,0,2,219
2022-07-20,Jayanagar,South End Circle,9348,42.98491102631514,39.54938208566649,46.20150782494259,68.696,24.297830709283414,Clear,7,Wednesday,0,1,193
2022-07-21,Indiranagar,100 Feet Road,48809,31.20863304885419,100.0,100.0,147.618,16.614500783274675,Clear,7,Thursday,0,1,102
2022-07-21,Indiranagar,CMH Road,46600,43.24690350210867,100.0,100.0,143.2,76.0576133446212,Clear,7,Thursday,0,3,117
2022-07-21,Whitefield,ITPL Main Road,27041,29.502915978432892,82.33930543337566,100.0,104.082,52.679257933313785,Clear,7,Thursday,0,2,80
2022-07-21,Koramangala,Sony World Junction,62918,35.93386970150942,100.0,100.0,175.836,60.55252687571961,Fog,7,Thursday,0,0,103
2022-07-21,Koramangala,Sarjapur Road,58659,42.14653980480287,100.0,100.0,167.31799999999998,16.14045425094606,Overcast,7,Thursday,0,1,93
2022-07-21,M.G. Road,Trinity Circle,37456,25.80146451108399,100.0,100.0,124.912,70.18368630162757,Clear,7,Thursday,0,1,95
2022-07-21,M.G. Road,Anil Kumble Circle,53372,43.1168339475522,100.0,100.0,156.744,32.67947503259239,Rain,7,Thursday,0,0,98
2022-07-21,Jayanagar,South End Circle,18348,51.04913827183569,62.76311819921549,94.22302218905226,86.696,70.53813014922576,Clear,7,Thursday,0,0,105
2022-07-21,Hebbal,Ballari Road,26997,35.55863134893524,95.90730609538636,100.0,103.994,47.6850009760543,Clear,7,Thursday,0,1,114
2022-07-21,Yeshwanthpur,Yeshwanthpur Circle,14878,29.6462372642431,47.95789643844469,74.85285949191785,79.756,28.616209912845413,Overcast,7,Thursday,0,0,204
2022-07-21,Yeshwanthpur,Tumkur Road,6406,50.55658891857041,19.237957698849534,36.19599388900944,62.812,11.03671684999082,Clear,7,Thursday,0,1,199
2022-07-22,Indiranagar,100 Feet Road,11311,41.05678740916259,46.346655632183314,52.56200717625487,72.622,11.566239204010492,Overcast,7,Friday,0,0,208
2022-07-22,Indiranagar,CMH Road,31879,35.90903857207631,100.0,100.0,113.758,54.141098502909024,Rain,7,Friday,0,2,91
2022-07-22,Whitefield,Marathahalli Bridge,29734,46.99497450725151,100.0,100.0,109.468,65.37338201883551,Clear,7,Friday,0,3,119
2022-07-22,Whitefield,ITPL Main Road,25265,20.0,85.45670340836489,100.0,100.53,63.518481517830125,Clear,7,Friday,0,1,107
2022-07-22,Koramangala,Sony World Junction,31708,37.79415534603632,100.0,100.0,113.416,71.95909355505293,Clear,7,Friday,0,3,86
2022-07-22,Koramangala,Sarjapur Road,26415,36.17559694449741,89.25873685696024,100.0,102.83,46.103369647171775,Clear,7,Friday,0,0,123
2022-07-22,M.G. Road,Trinity Circle,14985,58.41305874842286,51.98476099540609,79.44472754707598,79.97,20.95046277471511,Clear,7,Friday,0,3,217
2022-07-22,M.G. Road,Anil Kumble Circle,46560,20.0,100.0,100.0,143.12,29.300557566005413,Clear,7,Friday,0,1,97
2022-07-22,Jayanagar,South End Circle,9430,40.72952769668152,28.23597755020236,48.83030917259852,68.86,73.33144928921342,Clear,7,Friday,0,0,185
2022-07-23,Indiranagar,100 Feet Road,21711,42.66517097425386,76.40383502840683,100.0,93.422,76.11444322735349,Clear,7,Saturday,1,3,98
2022-07-23,Indiranagar,CMH Road,48677,24.60251891068617,100.0,100.0,147.35399999999998,17.394742489947518,Fog,7,Saturday,1,4,88
2022-07-23,Whitefield,Marathahalli Bridge,17047,52.8847104001319,66.61824683149177,88.87931606155702,84.094,31.75377293580802,Clear,7,Saturday,1,0,95
2022-07-23,Whitefield,ITPL Main Road,20294,45.64334040816123,74.29357720733927,100.0,90.588,31.175183096823048,Clear,7,Saturday,1,2,109
2022-07-23,Koramangala,Sony World Junction,49729,39.94504629752402,100.0,100.0,149.458,32.780969050947434,Clear,7,Saturday,1,0,83
2022-07-23,Koramangala,Sarjapur Road,46462,25.63014126491516,100.0,100.0,142.924,24.126285780280725,Windy,7,Saturday,1,2,95
2022-07-23,M.G. Road,Trinity Circle,29433,28.42956302727089,88.9748604995853,100.0,108.866,55.80011351330415,Clear,7,Saturday,1,1,100
2022-07-23,M.G. Road,Anil Kumble Circle,36155,39.90503728410612,100.0,100.0,122.31,44.32596107492046,Clear,7,Saturday,1,0,84
2022-07-23,Jayanagar,Jayanagar 4th Block,8608,45.18008825214061,28.452727049565105,42.6293966093518,67.21600000000001,35.2884209056336,Clear,7,Saturday,1,0,186
2022-07-23,Jayanagar,South End Circle,24432,62.56929058199408,86.03196916470532,100.0,98.864,49.61974465394708,Rain,7,Saturday,1,3,104
2022-07-23,Hebbal,Hebbal Flyover,17540,62.48041251711048,50.96485231192331,84.6152299442054,85.08,45.05236134875291,Clear,7,Saturday,1,0,72
2022-07-23,Yeshwanthpur,Yeshwanthpur Circle,7758,49.45328162175578,23.574953918808003,35.37736840590205,65.516,55.37179769320622,Clear,7,Saturday,1,0,221
2022-07-23,Yeshwanthpur,Tumkur Road,11603,57.32453907977818,34.665768791892745,60.85257588211252,73.206,47.449590114735415,Clear,7,Saturday,1,0,205
2022-07-24,Indiranagar,100 Feet Road,38811,24.081194282649363,100.0,100.0,127.622,24.739624609402355,Clear,7,Sunday,1,3,104
2022-07-24,Indiranagar,CMH Road,26937,37.50800815646053,96.38156385794096,100.0,103.874,14.713477921950505,Overcast,7,Sunday,1,3,121
2022-07-24,Whitefield,Marathahalli Bridge,26956,46.91143372748036,98.78751446771972,100.0,103.912,73.59110469301865,Overcast,7,Sunday,1,0,113
2022-07-24,Koramangala,Sony World Junction,44704,55.33800049569428,100.0,100.0,139.40800000000002,78.99211674606079,Overcast,7,Sunday,1,4,94
2022-07-24,M.G. Road,Trinity Circle,21662,30.472790974675924,67.9994412665048,100.0,93.324,53.70840622744198,Clear,7,Sunday,1,0,99
2022-07-24,M.G. Road,Anil Kumble Circle,28300,30.5382715987948,96.806477127563,100.0,106.6,37.9366313936328,Clear,7,Sunday,1,2,87
2022-07-24,Jayanagar,South End Circle,16034,30.944159169225603,57.0958862395652,80.21390583254625,82.068,65.90238585925442,Fog,7,Sunday,1,1,107
2022-07-25,Indiranagar,100 Feet Road,52326,29.16046230329629,100.0,100.0,154.652,16.513437909169046,Overcast,7,Monday,0,1,100
2022-07-25,Indiranagar,CMH Road,45816,25.98264966949341,100.0,100.0,141.632,71.52753045053598,Clear,7,Monday,0,1,87
2022-07-25,Whitefield,Marathahalli Bridge,16281,36.37861217546328,45.19923324555091,83.44478864867978,82.562,77.80611581341569,Fog,7,Monday,0,2,98
2022-07-25,Koramangala,Sony World Junction,56434,30.61932633869536,100.0,100.0,162.868,17.66676014311711,Clear,7,Monday,0,2,100
2022-07-25,M.G. Road,Trinity Circle,50566,22.9731043079761,100.0,100.0,151.132,71.96838018379066,Clear,7,Monday,0,3,108
2022-07-25,M.G. Road,Anil Kumble Circle,26004,39.673795697267884,93.80955387686848,100.0,102.008,51.53480281290761,Clear,7,Monday,0,4,120
2022-07-25,Jayanagar,Jayanagar 4th Block,34460,59.43202523847401,100.0,100.0,118.92,58.05636211071232,Windy,7,Monday,0,2,103
2022-07-25,Jayanagar,South End Circle,23305,62.40057269196734,86.63193329694985,100.0,96.61,17.01551792680556,Rain,7,Monday,0,2,90
2022-07-25,Hebbal,Hebbal Flyover,45581,23.1444488286178,100.0,100.0,141.162,44.35843991628883,Overcast,7,Monday,0,1,85
2022-07-25,Yeshwanthpur,Tumkur Road,13840,28.25451110754695,45.3478404454185,65.46061041837396,77.68,21.38432776242219,Clear,7,Monday,0,0,199
2022-07-26,Indiranagar,100 Feet Road,13491,50.16331065099468,44.73698818161384,71.74261838224946,76.982,79.75878429753722,Clear,7,Tuesday,0,0,206
2022-07-26,Indiranagar,CMH Road,51364,33.49513683849894,100.0,100.0,152.728,74.0366061477439,Clear,7,Tuesday,0,3,107
2022-07-26,Whitefield,Marathahalli Bridge,28321,43.04470582979127,85.88184486449501,100.0,106.642,20.11826129848224,Clear,7,Tuesday,0,3,111
2022-07-26,Koramangala,Sony World Junction,53981,30.24529678980815,100.0,100.0,157.962,45.03935494625334,Windy,7,Tuesday,0,1,97
2022-07-26,Koramangala,Sarjapur Road,32393,31.35573148388937,100.0,100.0,114.786,37.81502813499053,Clear,7,Tuesday,0,1,106
2022-07-26,Electronic City,Silk Board Junction,8819,45.59484939997163,22.862516395856566,39.29622631848516,67.638,79.03141774257789,Clear,7,Tuesday,0,0,187
2022-07-26,M.G. Road,Trinity Circle,42439,37.86415604460839,100.0,100.0,134.878,30.42669355417906,Rain,7,Tuesday,0,0,95
2022-07-26,Jayanagar,Jayanagar 4th Block,17832,42.17653627622701,55.33408830077252,84.52629222363724,85.664,22.981579709364787,Clear,7,Tuesday,0,2,98
2022-07-26,Hebbal,Ballari Road,19394,38.53400372460712,67.49083300356355,91.982501275185,88.788,41.11764645447499,Clear,7,Tuesday,0,1,96
2022-07-27,Indiranagar,100 Feet Road,24306,55.86233284206993,71.07263288042971,100.0,98.612,24.34296046500716,Clear,7,Wednesday,0,3,92
2022-07-27,Indiranagar,CMH Road,40361,41.25776514830617,100.0,100.0,130.72199999999998,33.578509142526315,Clear,7,Wednesday,0,1,110
2022-07-27,Koramangala,Sony World Junction,42479,27.62277412243157,100.0,100.0,134.958,17.33958150357721,Clear,7,Wednesday,0,1,94
2022-07-27,Koramangala,Sarjapur Road,30847,43.08492274428852,100.0,100.0,111.694,60.48509133893036,Clear,7,Wednesday,0,1,68
2022-07-27,M.G. Road,Trinity Circle,38615,33.657726160660594,100.0,100.0,127.23,33.034158987084524,Clear,7,Wednesday,0,1,95
2022-07-27,Jayanagar,Jayanagar 4th Block,24540,25.66206719698255,86.84659238774508,100.0,99.08,14.213582821090428,Overcast,7,Wednesday,0,0,100
2022-07-27,Hebbal,Hebbal Flyover,30240,30.93146927736774,100.0,100.0,110.48,54.11985590755316,Clear,7,Wednesday,0,4,102
2022-07-28,Indiranagar,100 Feet Road,24020,56.24132386232085,84.82980622637241,100.0,98.04,70.48867162482426,Clear,7,Thursday,0,3,101
2022-07-28,Indiranagar,CMH Road,22227,49.397855131384425,81.67186580716779,100.0,94.454,33.89867596075807,Clear,7,Thursday,0,1,99
2022-07-28,Whitefield,Marathahalli Bridge,31787,38.447412877670445,100.0,100.0,113.574,30.767506013428843,Fog,7,Thursday,0,0,102
2022-07-28,Koramangala,Sarjapur Road,33554,41.72857687685869,100.0,100.0,117.108,19.03088310839736,Clear,7,Thursday,0,4,97
2022-07-28,Electronic City,Silk Board Junction,11837,31.995203789660216,47.34919044635414,55.18649138312471,73.674,66.29910198297236,Clear,7,Thursday,0,1,208
2022-07-28,M.G. Road,Trinity Circle,48952,30.502183939738394,100.0,100.0,147.904,33.50959817229504,Overcast,7,Thursday,0,6,125
2022-07-28,M.G. Road,Anil Kumble Circle,54395,36.807438949282194,100.0,100.0,158.79000000000002,73.45387513473477,Clear,7,Thursday,0,1,108
2022-07-28,Jayanagar,Jayanagar 4th Block,17322,42.23484636807375,61.50251207168174,88.63936226879045,84.644,76.70343887658967,Fog,7,Thursday,0,0,97
2022-07-28,Jayanagar,South End Circle,25746,27.63572016234732,85.82729152887573,100.0,101.492,58.11048314999772,Clear,7,Thursday,0,3,97
2022-07-28,Hebbal,Ballari Road,31802,38.12958125436249,100.0,100.0,113.604,23.058900875164905,Clear,7,Thursday,0,2,105
2022-07-28,Yeshwanthpur,Yeshwanthpur Circle,25386,36.743956373779,93.49797619896329,100.0,100.772,22.475289320888905,Overcast,7,Thursday,0,3,88
2022-07-29,Indiranagar,100 Feet Road,34916,36.15154803837776,100.0,100.0,119.832,34.8432937443203,Clear,7,Friday,0,1,116
2022-07-29,Indiranagar,CMH Road,25786,52.038626169752845,83.20325290781682,100.0,101.572,15.848205105134326,Clear,7,Friday,0,1,109
2022-07-29,Whitefield,Marathahalli Bridge,7581,36.48746302435837,31.27773393119678,41.33755475312653,65.162,18.67579187389932,Clear,7,Friday,0,0,239
2022-07-29,Koramangala,Sony World Junction,43779,32.98202896998391,100.0,100.0,137.558,28.18151568621358,Clear,7,Friday,0,4,96
2022-07-29,Koramangala,Sarjapur Road,46793,44.658316468581305,100.0,100.0,143.586,65.4747922789642,Clear,7,Friday,0,1,120
2022-07-29,Electronic City,Hosur Road,11166,43.96711816568845,33.869650748518815,56.201507564441066,72.332,46.92278730447459,Clear,7,Friday,0,0,223
2022-07-29,Electronic City,Silk Board Junction,24425,46.70432476884663,88.89865448195096,100.0,98.85,11.402132719685266,Clear,7,Friday,0,3,94
2022-07-29,M.G. Road,Trinity Circle,27988,25.30442656683778,87.69386727756769,100.0,105.976,10.60506750478394,Fog,7,Friday,0,2,86
2022-07-29,M.G. Road,Anil Kumble Circle,38834,35.224489197054275,100.0,100.0,127.668,73.7896936197932,Rain,7,Friday,0,1,105
2022-07-29,Jayanagar,South End Circle,20536,36.60648041707367,78.33741757178029,100.0,91.072,25.65201591709458,Windy,7,Friday,0,4,94
2022-07-30,Indiranagar,100 Feet Road,43862,36.87892022874279,100.0,100.0,137.724,60.309629514492826,Overcast,7,Saturday,1,4,110
2022-07-30,Indiranagar,CMH Road,19532,60.226398916731725,57.81733514723212,96.27227875513012,89.064,48.42788312382738,Clear,7,Saturday,1,1,119
2022-07-30,Whitefield,Marathahalli Bridge,14541,37.902883733312684,46.15700668688299,69.41664374758307,79.082,13.988771745731668,Windy,7,Saturday,1,3,187
2022-07-30,Koramangala,Sony World Junction,45391,40.75038406746154,100.0,100.0,140.78199999999998,57.35448293963522,Clear,7,Saturday,1,3,98
2022-07-30,Koramangala,Sarjapur Road,46627,29.72194935585765,100.0,100.0,143.25400000000002,53.63596849270154,Clear,7,Saturday,1,0,105
2022-07-30,M.G. Road,Anil Kumble Circle,36697,38.73335538703272,100.0,100.0,123.394,54.14414241880797,Fog,7,Saturday,1,1,113
2022-07-30,Jayanagar,Jayanagar 4th Block,34349,42.17110094866911,100.0,100.0,118.698,38.54896179447077,Clear,7,Saturday,1,4,103
2022-07-30,Hebbal,Ballari Road,17965,36.41234167416897,53.4830596134464,89.47421222395192,85.93,62.250858311546416,Clear,7,Saturday,1,4,123
2022-07-31,Indiranagar,100 Feet Road,33805,27.945074679168496,100.0,100.0,117.61,21.809731972986405,Fog,7,Sunday,1,1,99
2022-07-31,Indiranagar,CMH Road,21325,20.91901218351522,80.43469897297211,100.0,92.65,52.85822386137141,Overcast,7,Sunday,1,1,97
2022-07-31,Whitefield,Marathahalli Bridge,20344,42.54996994841916,62.19636078221304,98.15529275071856,90.688,57.00466787041136,Clear,7,Sunday,1,0,86
2022-07-31,Whitefield,ITPL Main Road,11895,57.60839816534656,30.750484711426665,56.44628751644702,73.78999999999999,21.035336406347888,Overcast,7,Sunday,1,0,209
2022-07-31,Koramangala,Sony World Junction,46783,33.62672372851631,100.0,100.0,143.566,36.42822382263891,Clear,7,Sunday,1,1,105
2022-07-31,Electronic City,Silk Board Junction,19305,52.82595126685226,62.4504299165526,97.87849639735958,88.61,43.98305051678134,Clear,7,Sunday,1,0,83
2022-07-31,M.G. Road,Trinity Circle,40856,25.755156846920016,100.0,100.0,131.712,73.65119817813081,Overcast,7,Sunday,1,2,99
2022-07-31,M.G. Road,Anil Kumble Circle,26041,34.80709442421344,79.2748952459411,100.0,102.082,69.5646502783,Fog,7,Sunday,1,4,87
2022-07-31,Jayanagar,Jayanagar 4th Block,26640,20.0,79.82235455455435,100.0,103.28,29.50220827530718,Clear,7,Sunday,1,2,102
2022-07-31,Yeshwanthpur,Yeshwanthpur Circle,21492,40.236587343194856,65.70681307433466,100.0,92.984,29.89071650000575,Clear,7,Sunday,1,1,106
2022-08-01,Indiranagar,100 Feet Road,39708,37.60493216857658,100.0,100.0,129.416,41.08144761793568,Clear,8,Monday,0,3,92
2022-08-01,Indiranagar,CMH Road,37649,31.0926022564156,100.0,100.0,125.298,20.13372519183933,Clear,8,Monday,0,3,108
2022-08-01,Whitefield,Marathahalli Bridge,16736,34.22919803150008,57.51010786932261,85.09889809224838,83.47200000000001,51.1442143118248,Fog,8,Monday,0,2,105
2022-08-01,Whitefield,ITPL Main Road,32220,20.0,100.0,100.0,114.44,36.68902760616736,Clear,8,Monday,0,4,103
2022-08-01,Koramangala,Sony World Junction,44869,31.644174560617756,100.0,100.0,139.738,68.5220398509389,Clear,8,Monday,0,0,110
2022-08-01,Koramangala,Sarjapur Road,71610,39.58498476242932,100.0,100.0,193.22,21.31052873018705,Clear,8,Monday,0,0,104
2022-08-01,M.G. Road,Trinity Circle,24307,43.619678025313725,86.12504260476604,100.0,98.614,25.84732824218136,Overcast,8,Monday,0,2,82
2022-08-01,M.G. Road,Anil Kumble Circle,28246,37.67806261473849,100.0,100.0,106.492,13.32610478799513,Clear,8,Monday,0,2,107
2022-08-01,Jayanagar,Jayanagar 4th Block,32100,31.813868288611907,100.0,100.0,114.2,79.24657794408962,Clear,8,Monday,0,2,103
2022-08-01,Jayanagar,South End Circle,31202,27.40387893952384,94.3314465056533,100.0,112.404,25.355090924780637,Overcast,8,Monday,0,0,79
2022-08-01,Hebbal,Ballari Road,21168,33.1632121547977,71.44779823747707,100.0,92.336,79.54305933803401,Clear,8,Monday,0,1,95
2022-08-01,Yeshwanthpur,Yeshwanthpur Circle,5758,49.38546498827135,24.90115683367688,32.29334199472283,61.516,41.88559843223474,Overcast,8,Monday,0,0,180
2022-08-02,Indiranagar,100 Feet Road,24211,44.17969932723591,85.48047203099155,100.0,98.422,74.79302088068815,Clear,8,Tuesday,0,1,112
2022-08-02,Whitefield,Marathahalli Bridge,10394,44.80290711602086,43.50550903113943,56.12170628945464,70.788,59.82418936813274,Overcast,8,Tuesday,0,1,214
2022-08-02,Koramangala,Sony World Junction,25143,29.733006670653985,83.53344612257342,100.0,100.286,39.40323925916535,Clear,8,Tuesday,0,2,93
2022-08-02,Koramangala,Sarjapur Road,30810,46.44649444219064,100.0,100.0,111.62,14.974317237644108,Clear,8,Tuesday,0,3,97
2022-08-02,Electronic City,Silk Board Junction,18365,46.18545891591736,55.62512882856651,94.1317854448492,86.72999999999999,28.248815135383083,Clear,8,Tuesday,0,1,91
2022-08-02,M.G. Road,Trinity Circle,28509,52.96147378316758,91.7902437542761,100.0,107.018,69.62178174158419,Clear,8,Tuesday,0,3,90
2022-08-02,M.G. Road,Anil Kumble Circle,26880,30.38173427090277,84.77232979117866,100.0,103.76,20.050968909235397,Overcast,8,Tuesday,0,2,108
2022-08-02,Jayanagar,Jayanagar 4th Block,34303,37.02645317098305,100.0,100.0,118.606,54.74207944063637,Overcast,8,Tuesday,0,3,87
2022-08-02,Jayanagar,South End Circle,9133,41.21598472037908,33.699466464531994,45.72167163274181,68.26599999999999,74.31228543597373,Overcast,8,Tuesday,0,1,196
2022-08-03,Indiranagar,100 Feet Road,23527,52.42275233207015,69.05664559258605,100.0,97.054,57.01018443171429,Clear,8,Wednesday,0,0,89
2022-08-03,Indiranagar,CMH Road,37300,34.119352121588186,100.0,100.0,124.6,37.739834924722345,Clear,8,Wednesday,0,1,92
2022-08-03,Koramangala,Sony World Junction,15525,43.323450648825,59.55488624896826,80.48333025051413,81.05,14.580975162753772,Clear,8,Wednesday,0,0,99
2022-08-03,Koramangala,Sarjapur Road,43145,27.116558737596787,100.0,100.0,136.29000000000002,17.04967061326361,Clear,8,Wednesday,0,4,97
2022-08-03,M.G. Road,Anil Kumble Circle,40058,36.34974288550864,100.0,100.0,130.116,45.1323540928597,Clear,8,Wednesday,0,1,88
2022-08-03,Jayanagar,South End Circle,19533,46.85343103366913,55.16933919199268,94.85371429385155,89.066,37.634583624424096,Clear,8,Wednesday,0,1,99
2022-08-03,Hebbal,Hebbal Flyover,39532,20.0,100.0,100.0,129.064,36.76529260751975,Clear,8,Wednesday,0,3,94
2022-08-04,Indiranagar,100 Feet Road,34845,43.477612113436784,100.0,100.0,119.69,47.21235921552795,Clear,8,Thursday,0,0,109
2022-08-04,Indiranagar,CMH Road,34258,25.824216145906693,100.0,100.0,118.516,22.177708815216853,Fog,8,Thursday,0,0,95
2022-08-04,Whitefield,Marathahalli Bridge,6294,56.53033415512948,19.432012358938493,32.79409288742543,62.588,39.54742334435976,Windy,8,Thursday,0,0,219
2022-08-04,Whitefield,ITPL Main Road,19247,37.71026182141214,73.22012300715164,93.6195411626545,88.494,18.772348053549575,Fog,8,Thursday,0,0,87
2022-08-04,Koramangala,Sarjapur Road,29158,43.36084497688805,92.96948043462088,100.0,108.316,36.72500461826566,Clear,8,Thursday,0,1,95
2022-08-04,M.G. Road,Anil Kumble Circle,26326,46.85349547075596,89.80272477228105,100.0,102.652,70.94310887021719,Rain,8,Thursday,0,1,90
2022-08-04,Hebbal,Hebbal Flyover,32184,44.39624316202168,100.0,100.0,114.368,58.93529444227885,Clear,8,Thursday,0,2,109
2022-08-04,Yeshwanthpur,Tumkur Road,6797,48.475987709747855,13.869859423220223,36.59084804976167,63.594,58.69104436291224,Clear,8,Thursday,0,0,162
2022-08-05,Indiranagar,100 Feet Road,35901,23.96657878220009,100.0,100.0,121.802,55.26800091535412,Rain,8,Friday,0,1,108
2022-08-05,Indiranagar,CMH Road,36467,25.65052162532023,100.0,100.0,122.934,48.19024875153792,Overcast,8,Friday,0,1,110
2022-08-05,Whitefield,ITPL Main Road,16906,28.933742812871863,64.95445722510351,82.24463495698535,83.812,26.33110876188629,Clear,8,Friday,0,0,103
2022-08-05,Koramangala,Sony World Junction,61179,30.251220961721863,100.0,100.0,172.358,52.33155568927184,Windy,8,Friday,0,0,103
2022-08-05,Koramangala,Sarjapur Road,30501,36.34363506454512,100.0,100.0,111.002,13.182563151404164,Fog,8,Friday,0,5,104
2022-08-05,M.G. Road,Anil Kumble Circle,48219,20.0,100.0,100.0,146.438,45.31496706070065,Fog,8,Friday,0,4,107
2022-08-05,Jayanagar,Jayanagar 4th Block,27433,35.375701503289086,82.25919029854569,100.0,104.866,20.42971310996723,Clear,8,Friday,0,0,108
2022-08-05,Jayanagar,South End Circle,37289,35.7592102322837,100.0,100.0,124.578,67.5846422915454,Clear,8,Friday,0,1,86
2022-08-05,Hebbal,Hebbal Flyover,18821,44.27292437263712,71.3101547945483,89.34963661119073,87.642,13.033785132648411,Fog,8,Friday,0,3,91
2022-08-05,Yeshwanthpur,Yeshwanthpur Circle,22071,37.91300635771727,75.01938708483429,100.0,94.142,21.579245076190315,Clear,8,Friday,0,1,105
2022-08-05,Yeshwanthpur,Tumkur Road,20857,46.69759064787223,63.25951074732562,100.0,91.714,12.805319778997909,Fog,8,Friday,0,0,101
2022-08-06,Indiranagar,100 Feet Road,37008,35.99762168767399,100.0,100.0,124.016,12.386744986616325,Windy,8,Saturday,1,5,103
2022-08-06,Indiranagar,CMH Road,53499,36.62933664419505,100.0,100.0,156.998,35.70114070207728,Clear,8,Saturday,1,2,104
2022-08-06,Whitefield,Marathahalli Bridge,16349,43.44298668532497,63.75927091600244,82.57972366790148,82.69800000000001,48.213329688377,Clear,8,Saturday,1,0,92
2022-08-06,Whitefield,ITPL Main Road,32112,43.78772378582805,100.0,100.0,114.224,31.54809724053064,Clear,8,Saturday,1,1,102
2022-08-06,M.G. Road,Anil Kumble Circle,37991,37.4872985329915,100.0,100.0,125.982,52.08455759233304,Rain,8,Saturday,1,1,88
2022-08-06,Jayanagar,Jayanagar 4th Block,17959,24.175992940978187,65.52002260077059,91.88535241325772,85.918,16.82046141710836,Clear,8,Saturday,1,0,91
2022-08-06,Hebbal,Ballari Road,9623,26.433636883465567,36.68580537452385,46.21464881952743,69.246,79.69075854688273,Clear,8,Saturday,1,0,200
2022-08-07,Indiranagar,CMH Road,36452,32.188747709315486,100.0,100.0,122.904,20.6561669727754,Clear,8,Sunday,1,2,97
2022-08-07,Whitefield,ITPL Main Road,30044,43.59409816869968,100.0,100.0,110.088,24.73784118826212,Clear,8,Sunday,1,4,111
2022-08-07,Koramangala,Sony World Junction,44009,21.845628979378837,100.0,100.0,138.018,46.11408653725847,Clear,8,Sunday,1,1,114
2022-08-07,Electronic City,Hosur Road,14045,40.24385852373384,56.48661688405573,72.45743326361779,78.09,52.37485360365807,Fog,8,Sunday,1,0,221
2022-08-07,M.G. Road,Trinity Circle,54139,41.171836136035296,100.0,100.0,158.27800000000002,69.32204727568558,Clear,8,Sunday,1,2,114
2022-08-07,M.G. Road,Anil Kumble Circle,37833,41.66683958398271,100.0,100.0,125.666,36.90149090952983,Windy,8,Sunday,1,0,112
2022-08-07,Jayanagar,Jayanagar 4th Block,30619,38.85109426508504,100.0,100.0,111.238,43.68935146626905,Clear,8,Sunday,1,0,113
2022-08-07,Hebbal,Hebbal Flyover,23197,47.43078295037965,70.05097660419818,100.0,96.394,55.14898757882676,Clear,8,Sunday,1,1,106
2022-08-07,Hebbal,Ballari Road,21642,46.580471218516166,80.6938879950367,100.0,93.284,58.63663500068084,Clear,8,Sunday,1,3,109
2022-08-08,Indiranagar,100 Feet Road,49319,20.0,100.0,100.0,148.638,26.2976277714446,Clear,8,Monday,0,1,98
2022-08-08,Indiranagar,CMH Road,35091,27.023929538495796,100.0,100.0,120.182,21.84045310867917,Clear,8,Monday,0,1,95
2022-08-08,Whitefield,Marathahalli Bridge,34303,25.69350435442264,100.0,100.0,118.606,25.509306218318,Overcast,8,Monday,0,1,108
2022-08-08,Whitefield,ITPL Main Road,14928,40.98672787515995,56.44879256094857,79.18539725603318,79.856,67.62100596509151,Clear,8,Monday,0,0,199
2022-08-08,Koramangala,Sony World Junction,12647,47.38562672929442,44.84882899629014,61.87768614897822,75.294,11.613192272583102,Clear,8,Monday,0,0,187
2022-08-08,Koramangala,Sarjapur Road,31517,20.67427676293447,100.0,100.0,113.034,20.65417132699215,Clear,8,Monday,0,3,106
2022-08-08,M.G. Road,Trinity Circle,25840,30.10959835059496,95.9117334232338,100.0,101.68,22.148248077078076,Clear,8,Monday,0,3,98
2022-08-08,M.G. Road,Anil Kumble Circle,39064,20.0,100.0,100.0,128.128,62.0550403875768,Rain,8,Monday,0,2,92
2022-08-08,Jayanagar,Jayanagar 4th Block,8104,40.59450692107698,20.529986735031837,39.462827140115664,66.208,43.43992072246916,Clear,8,Monday,0,1,197
2022-08-08,Hebbal,Hebbal Flyover,27122,31.08116970379049,99.6841187795819,100.0,104.244,60.76224048633508,Clear,8,Monday,0,2,97
2022-08-08,Yeshwanthpur,Yeshwanthpur Circle,13913,42.33430988628654,53.490597076546095,72.0653753754066,77.826,44.23149417452768,Clear,8,Monday,0,0,206
2022-08-09,Indiranagar,100 Feet Road,24439,76.82378504064532,80.67613164267702,100.0,98.878,26.97344793675891,Overcast,8,Tuesday,0,1,91
2022-08-09,Indiranagar,CMH Road,42137,43.79279809064043,100.0,100.0,134.274,47.82006930623764,Fog,8,Tuesday,0,4,80
2022-08-09,Whitefield,Marathahalli Bridge,17366,48.10415935217892,59.09490736823184,84.11385036726863,84.732,33.5752865439344,Clear,8,Tuesday,0,0,110
2022-08-09,Whitefield,ITPL Main Road,18501,33.497718217577614,70.32818519658436,89.6324883984851,87.00200000000001,26.517453817195094,Clear,8,Tuesday,0,1,120
2022-08-09,Koramangala,Sarjapur Road,53945,30.098343497959927,100.0,100.0,157.89,67.94483463366969,Clear,8,Tuesday,0,0,89
